trade_date,open,high,low,close,volume,dividend,in_sp500
2006-08-16,98.77589984451312,98.77589984451312,98.77589984451312,98.77589984451312,60604.00000000001,0.0,0
2006-08-17,101.5811354000973,101.5811354000973,101.5811354000973,101.5811354000973,1652688.0,0.0,0
2006-08-18,102.34299391559803,102.34299391559803,102.34299391559803,102.34299391559803,521560.0,0.0,0
2006-08-21,104.84016296713862,104.84016296713862,104.84016296713862,104.84016296713862,12512.0,0.0,0
2006-08-22,107.90149572577906,107.90149572577906,107.90149572577906,107.90149572577906,486432.00000000006,0.0,0
2006-08-23,105.4413416232313,105.4413416232313,105.4413416232313,105.4413416232313,124200.0,0.0,0
2006-08-24,107.96138968802653,107.96138968802653,107.96138968802653,107.96138968802653,1806620.0,0.0,0
2006-08-25,105.12200513923143,105.12200513923143,105.12200513923143,105.12200513923143,841940.0,0.0,0
2006-08-28,104.92227332946689,104.92227332946689,104.92227332946689,104.92227332946689,924784.0,0.0,0
2006-08-29,102.85530454487639,102.85530454487639,102.85530454487639,102.85530454487639,1298580.0,0.0,0
2006-08-30,103.12272833669306,103.12272833669306,103.12272833669306,103.12272833669306,2775864.0,0.0,0
2006-08-31,103.11241606385938,103.11241606385938,103.11241606385938,103.11241606385938,2264640.0,0.0,0
2006-09-01,104.83439341212583,104.83439341212583,104.83439341212583,104.83439341212583,896544.0,0.0,0
2006-09-05,102.38126860628209,102.38126860628209,102.38126860628209,102.38126860628209,57420324.0,0.0,0
2006-09-06,99.657926861355,99.657926861355,99.657926861355,99.657926861355,29974672.0,0.0,0
2006-09-07,100.66447192265468,100.66447192265468,100.66447192265468,100.66447192265468,17877536.0,0.0,0
2006-09-08,103.58374160841166,103.58374160841166,103.58374160841166,103.58374160841166,17179800.0,0.0,0
2006-09-11,101.05629831316641,101.05629831316641,101.05629831316641,101.05629831316641,18676440.0,0.0,0
2006-09-12,101.95569936815357,101.95569936815357,101.95569936815357,101.95569936815357,10435560.0,0.0,0
2006-09-13,102.88349623240379,102.88349623240379,102.88349623240379,102.88349623240379,12278800.0,0.0,0
2006-09-14,100.11593018375213,100.11593018375213,100.11593018375213,100.11593018375213,4412160.0,0.0,0
2006-09-15,101.47750683425116,101.47750683425116,101.47750683425116,101.47750683425116,9031680.0,0.0,0
2006-09-18,99.34647919073188,99.34647919073188,99.34647919073188,99.34647919073188,4141839.9999999995,0.0,0
2006-09-19,98.83981214685915,98.83981214685915,98.83981214685915,98.83981214685915,3940352.0,0.0,0
2006-09-20,101.60732688697121,101.60732688697121,101.60732688697121,101.60732688697121,2714376.0,0.0,0
2006-09-21,103.56834829588976,103.56834829588976,103.56834829588976,103.56834829588976,2407812.0,0.0,0
2006-09-22,103.28871375549086,103.28871375549086,103.28871375549086,103.28871375549086,1579192.0,0.0,0
2006-09-25,103.24739826998866,103.24739826998866,103.24739826998866,103.24739826998866,3171960.0,0.0,0
